id,text,is_pronoun,entity_type,is_proper_name,is_first_person,previous_words,next_words,is_singleton
16,ibukota\NNP India\NNP,0,OTHER|LOCATION,1,0,10\CD monyet\NN sejenis\NN dari\IN negara\NNP bagian\NNP Rajasthan.\NNP Jumlah\NN monyet\NN di\IN ," mencapai\VB ribuan,\CD sebagian\NN besar\NN berada\VB di\IN kantor-kantor\NN pemerintah\NN dan\CC hewan\NN",0
17,"ribuan,\CD",0,OTHER,0,0,dari\IN negara\NNP bagian\NNP Rajasthan.\NNP Jumlah\NN monyet\NN di\IN ibukota\NNP India\NNP mencapai\VB , sebagian\NN besar\NN berada\VB di\IN kantor-kantor\NN pemerintah\NN dan\CC hewan\NN ini\PR dianggap\VB,1
18,sebagian\NN besar\NN,0,OTHER|OTHER,0,0,"negara\NNP bagian\NNP Rajasthan.\NNP Jumlah\NN monyet\NN di\IN ibukota\NNP India\NNP mencapai\VB ribuan,\CD ", berada\VB di\IN kantor-kantor\NN pemerintah\NN dan\CC hewan\NN ini\PR dianggap\VB mengganggu\VB ketertiban\NN,1
19,kantor-kantor\NN pemerintah\NN,0,OTHER|OTHER,0,0,"monyet\NN di\IN ibukota\NNP India\NNP mencapai\VB ribuan,\CD sebagian\NN besar\NN berada\VB di\IN ", dan\CC hewan\NN ini\PR dianggap\VB mengganggu\VB ketertiban\NN umum.\JJ Jenis\NN monyet\NN yang\SC,1
20,hewan\NN ini\PR,0,OTHER|OTHER,0,0,"India\NNP mencapai\VB ribuan,\CD sebagian\NN besar\NN berada\VB di\IN kantor-kantor\NN pemerintah\NN dan\CC ", dianggap\VB mengganggu\VB ketertiban\NN umum.\JJ Jenis\NN monyet\NN yang\SC dikerahkan\VB pemkot\NN berbadan\VB,1
21,ketertiban\NN umum.\JJ,0,OTHER|OTHER,0,0,besar\NN berada\VB di\IN kantor-kantor\NN pemerintah\NN dan\CC hewan\NN ini\PR dianggap\VB mengganggu\VB ," Jenis\NN monyet\NN yang\SC dikerahkan\VB pemkot\NN berbadan\VB besar,\JJ berekor\VB panjang,\JJ dan\CC",1
22,Jenis\NN monyet\NN,0,OTHER|OTHER,0,0,di\IN kantor-kantor\NN pemerintah\NN dan\CC hewan\NN ini\PR dianggap\VB mengganggu\VB ketertiban\NN umum.\JJ ," yang\SC dikerahkan\VB pemkot\NN berbadan\VB besar,\JJ berekor\VB panjang,\JJ dan\CC memiliki\VB wajah\NN",1
23,pemkot\NN,0,OTHER,0,0,hewan\NN ini\PR dianggap\VB mengganggu\VB ketertiban\NN umum.\JJ Jenis\NN monyet\NN yang\SC dikerahkan\VB ," berbadan\VB besar,\JJ berekor\VB panjang,\JJ dan\CC memiliki\VB wajah\NN berwarna\VB hitam.\JJ Monyet\NN",1
24,Monyet\NN ini\PR,0,OTHER|OTHER,0,0,"pemkot\NN berbadan\VB besar,\JJ berekor\VB panjang,\JJ dan\CC memiliki\VB wajah\NN berwarna\VB hitam.\JJ ", diikat\VB dengan\IN tali\NN panjang\JJ dan\CC pelatih\NN yang\SC mengawasi\VB mereka\PRP akan\MD,1
25,tali\NN panjang\JJ,0,OTHER|OTHER,0,0,"panjang,\JJ dan\CC memiliki\VB wajah\NN berwarna\VB hitam.\JJ Monyet\NN ini\PR diikat\VB dengan\IN ", dan\CC pelatih\NN yang\SC mengawasi\VB mereka\PRP akan\MD melepas\VB tali\NN begitu\SC monyet-monyet\NN,1
26,mereka\PRP,1,PERSON,0,0,Monyet\NN ini\PR diikat\VB dengan\IN tali\NN panjang\JJ dan\CC pelatih\NN yang\SC mengawasi\VB , akan\MD melepas\VB tali\NN begitu\SC monyet-monyet\NN kecil\JJ lain\JJ mendekat.\VB Kantor\NNP berita\NNP,1
27,tali\NN,0,OTHER,0,0,dengan\IN tali\NN panjang\JJ dan\CC pelatih\NN yang\SC mengawasi\VB mereka\PRP akan\MD melepas\VB , begitu\SC monyet-monyet\NN kecil\JJ lain\JJ mendekat.\VB Kantor\NNP berita\NNP AFP\NNP melaporkan\VB stadion\NN,1
28,monyet-monyet\NN kecil\JJ lain\JJ,0,OTHER|OTHER|THINGS,0,0,panjang\JJ dan\CC pelatih\NN yang\SC mengawasi\VB mereka\PRP akan\MD melepas\VB tali\NN begitu\SC , mendekat.\VB Kantor\NNP berita\NNP AFP\NNP melaporkan\VB stadion\NN tinju\NN dan\CC hockey\FW mendapatkan\VB,1
29,Kantor\NNP berita\NNP AFP\NNP,0,ORGANIZATION|ORGANIZATION|LOCATION,1,0,mengawasi\VB mereka\PRP akan\MD melepas\VB tali\NN begitu\SC monyet-monyet\NN kecil\JJ lain\JJ mendekat.\VB , melaporkan\VB stadion\NN tinju\NN dan\CC hockey\FW mendapatkan\VB perhatian\NN khusus\JJ karena\SC sering\RB,0
30,tinju\NN,0,OTHER,0,0,begitu\SC monyet-monyet\NN kecil\JJ lain\JJ mendekat.\VB Kantor\NNP berita\NNP AFP\NNP melaporkan\VB stadion\NN , dan\CC hockey\FW mendapatkan\VB perhatian\NN khusus\JJ karena\SC sering\RB diserbu\VB monyet.\NN Monyet\NN,1
31,hockey\FW,0,OTHER,0,0,kecil\JJ lain\JJ mendekat.\VB Kantor\NNP berita\NNP AFP\NNP melaporkan\VB stadion\NN tinju\NN dan\CC , mendapatkan\VB perhatian\NN khusus\JJ karena\SC sering\RB diserbu\VB monyet.\NN Monyet\NN besar\JJ akan\MD,1
32,perhatian\NN khusus\JJ,0,OTHER|OTHER,0,0,mendekat.\VB Kantor\NNP berita\NNP AFP\NNP melaporkan\VB stadion\NN tinju\NN dan\CC hockey\FW mendapatkan\VB , karena\SC sering\RB diserbu\VB monyet.\NN Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN dua\CD,1
33,monyet.\NN,0,OTHER,0,0,stadion\NN tinju\NN dan\CC hockey\FW mendapatkan\VB perhatian\NN khusus\JJ karena\SC sering\RB diserbu\VB , Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN dua\CD stadion\NN untuk\SC mengusir\VB serbuan\NN,1
34,Monyet\NN besar\JJ,0,PERSON|OTHER,0,0,tinju\NN dan\CC hockey\FW mendapatkan\VB perhatian\NN khusus\JJ karena\SC sering\RB diserbu\VB monyet.\NN , akan\MD dikerahkan\VB di\IN dua\CD stadion\NN untuk\SC mengusir\VB serbuan\NN monyet\NN kecil\JJ,1
35,dua\CD stadion\NN,0,NUM|NUM,0,0,khusus\JJ karena\SC sering\RB diserbu\VB monyet.\NN Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN ," untuk\SC mengusir\VB serbuan\NN monyet\NN kecil\JJ ""\Z Monyet\NN besar\JJ akan\MD dikerahkan\VB",1
36,monyet\NN kecil\JJ,0,OTHER|OTHER,0,0,Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN dua\CD stadion\NN untuk\SC mengusir\VB serbuan\NN ," ""\Z Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN dua\CD stadion\NN tersebut\PR untuk\SC",1
37,Monyet\NN besar\JJ,0,ORGANIZATION|OTHER,0,0,"dikerahkan\VB di\IN dua\CD stadion\NN untuk\SC mengusir\VB serbuan\NN monyet\NN kecil\JJ ""\Z ", akan\MD dikerahkan\VB di\IN dua\CD stadion\NN tersebut\PR untuk\SC mengusir\VB serbuan\NN monyet\NN,1
38,dua\CD stadion\NN tersebut\PR,0,FACILITY|FACILITY|OTHER,0,0,"mengusir\VB serbuan\NN monyet\NN kecil\JJ ""\Z Monyet\NN besar\JJ akan\MD dikerahkan\VB di\IN "," untuk\SC mengusir\VB serbuan\NN monyet\NN kecil,\JJ ""\Z kata\VB Devender\NNP Prasad,\NNP pejabat\NN",1
39,"monyet\NN kecil,\JJ",0,THINGS|THINGS,0,0,besar\JJ akan\MD dikerahkan\VB di\IN dua\CD stadion\NN tersebut\PR untuk\SC mengusir\VB serbuan\NN ," ""\Z kata\VB Devender\NNP Prasad,\NNP pejabat\NN pemerintah\NNP kota\NNP Delhi\NNP kepada\IN kantor\NNP",1
40,"Devender\NNP Prasad,\NNP",0,PERSON|OTHER,1,0,"dua\CD stadion\NN tersebut\PR untuk\SC mengusir\VB serbuan\NN monyet\NN kecil,\JJ ""\Z kata\VB ", pejabat\NN pemerintah\NNP kota\NNP Delhi\NNP kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN bertahun-tahun\CD,1
41,pemerintah\NNP kota\NNP Delhi\NNP,0,OTHER|LOCATION|LOCATION,1,0,"untuk\SC mengusir\VB serbuan\NN monyet\NN kecil,\JJ ""\Z kata\VB Devender\NNP Prasad,\NNP pejabat\NN ", kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN bertahun-tahun\CD monyet\NN mengganggu\VB warga\NN Delhi.\NNP,0
42,kantor\NNP berita\NNP AFP.\NNP,0,ORGANIZATION|ORGANIZATION|OTHER,1,0,"kecil,\JJ ""\Z kata\VB Devender\NNP Prasad,\NNP pejabat\NN pemerintah\NNP kota\NNP Delhi\NNP kepada\IN ", Selama\IN bertahun-tahun\CD monyet\NN mengganggu\VB warga\NN Delhi.\NNP Binatang\NN ini\PR menaiki\VB kereta\NN,0
43,bertahun-tahun\CD,0,OTHER,0,0,"Prasad,\NNP pejabat\NN pemerintah\NNP kota\NNP Delhi\NNP kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN ", monyet\NN mengganggu\VB warga\NN Delhi.\NNP Binatang\NN ini\PR menaiki\VB kereta\NN metro\NN dan\CC,1
44,monyet\NN,0,OTHER,0,0,pejabat\NN pemerintah\NNP kota\NNP Delhi\NNP kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN bertahun-tahun\CD , mengganggu\VB warga\NN Delhi.\NNP Binatang\NN ini\PR menaiki\VB kereta\NN metro\NN dan\CC bahkan\RB,1
45,warga\NN Delhi.\NNP,0,OTHER|OTHER,1,0,kota\NNP Delhi\NNP kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN bertahun-tahun\CD monyet\NN mengganggu\VB , Binatang\NN ini\PR menaiki\VB kereta\NN metro\NN dan\CC bahkan\RB berkeliaran\VB di\IN kompleks\NN,1
46,Binatang\NN ini\PR,0,OTHER|OTHER,0,0,kepada\IN kantor\NNP berita\NNP AFP.\NNP Selama\IN bertahun-tahun\CD monyet\NN mengganggu\VB warga\NN Delhi.\NNP , menaiki\VB kereta\NN metro\NN dan\CC bahkan\RB berkeliaran\VB di\IN kompleks\NN gedung\NN parlemen.\NN,1
47,kereta\NN metro\NN,0,OTHER|OTHER,0,0,AFP.\NNP Selama\IN bertahun-tahun\CD monyet\NN mengganggu\VB warga\NN Delhi.\NNP Binatang\NN ini\PR menaiki\VB , dan\CC bahkan\RB berkeliaran\VB di\IN kompleks\NN gedung\NN parlemen.\NN Belum\NEG lama\JJ ini\PR,1
48,kompleks\NN gedung\NN parlemen.\NN,0,OTHER|FACILITY|OTHER,0,0,Delhi.\NNP Binatang\NN ini\PR menaiki\VB kereta\NN metro\NN dan\CC bahkan\RB berkeliaran\VB di\IN , Belum\NEG lama\JJ ini\PR kawanan\NN monyet\NN menyerbu\VB kantor\NN perdana\NN menteri\NN dan\CC,1
49,kawanan\NN monyet\NN,0,OTHER|OTHER,0,0,dan\CC bahkan\RB berkeliaran\VB di\IN kompleks\NN gedung\NN parlemen.\NN Belum\NEG lama\JJ ini\PR , menyerbu\VB kantor\NN perdana\NN menteri\NN dan\CC departemen\NN pertahanan.\NN Binatang\NN ini\PR tidak\NEG,1
50,kantor\NN perdana\NN menteri\NN,0,OTHER|OTHER|TITLE,0,0,di\IN kompleks\NN gedung\NN parlemen.\NN Belum\NEG lama\JJ ini\PR kawanan\NN monyet\NN menyerbu\VB , dan\CC departemen\NN pertahanan.\NN Binatang\NN ini\PR tidak\NEG bisa\MD dibunuh\VB karena\SC masyarakat\NN,1
51,departemen\NN pertahanan.\NN,0,ORGANIZATION|OTHER,0,0,Belum\NEG lama\JJ ini\PR kawanan\NN monyet\NN menyerbu\VB kantor\NN perdana\NN menteri\NN dan\CC , Binatang\NN ini\PR tidak\NEG bisa\MD dibunuh\VB karena\SC masyarakat\NN India\NNP menganggap\VB mereka\PRP,1
52,Binatang\NN ini\PR,0,OTHER|OTHER,0,0,ini\PR kawanan\NN monyet\NN menyerbu\VB kantor\NN perdana\NN menteri\NN dan\CC departemen\NN pertahanan.\NN , tidak\NEG bisa\MD dibunuh\VB karena\SC masyarakat\NN India\NNP menganggap\VB mereka\PRP suci.\JJ Selain\CC,1
53,masyarakat\NN India\NNP,0,OTHER|LOCATION,1,0,menteri\NN dan\CC departemen\NN pertahanan.\NN Binatang\NN ini\PR tidak\NEG bisa\MD dibunuh\VB karena\SC ," menganggap\VB mereka\PRP suci.\JJ Selain\CC harus\MD mengusir\VB kawanan\NN monyet,\NN pemkot\NNP Delhi\NNP",1
54,mereka\PRP,1,PERSON,0,0,pertahanan.\NN Binatang\NN ini\PR tidak\NEG bisa\MD dibunuh\VB karena\SC masyarakat\NN India\NNP menganggap\VB ," suci.\JJ Selain\CC harus\MD mengusir\VB kawanan\NN monyet,\NN pemkot\NNP Delhi\NNP juga\RB kesulitan\VB",1
55,"kawanan\NN monyet,\NN",0,OTHER|OTHER,0,0,dibunuh\VB karena\SC masyarakat\NN India\NNP menganggap\VB mereka\PRP suci.\JJ Selain\CC harus\MD mengusir\VB , pemkot\NNP Delhi\NNP juga\RB kesulitan\VB mengatasi\VB wabah\NN demam\NN berdarah.\NN Curah\NN hujan\NN,1
56,pemkot\NNP Delhi\NNP,0,OTHER|LOCATION,1,0,"masyarakat\NN India\NNP menganggap\VB mereka\PRP suci.\JJ Selain\CC harus\MD mengusir\VB kawanan\NN monyet,\NN ", juga\RB kesulitan\VB mengatasi\VB wabah\NN demam\NN berdarah.\NN Curah\NN hujan\NN yang\SC tinggi\JJ,0
57,wabah\NN demam\NN berdarah.\NN,0,TITLE|TITLE|OTHER,0,0,"Selain\CC harus\MD mengusir\VB kawanan\NN monyet,\NN pemkot\NNP Delhi\NNP juga\RB kesulitan\VB mengatasi\VB "," Curah\NN hujan\NN yang\SC tinggi\JJ menyebabkan\VB banyak\CD genangan,\NN tempat\NN ideal\JJ bagi\IN",1
58,Curah\NN hujan\NN,0,OTHER|OTHER,0,0,"kawanan\NN monyet,\NN pemkot\NNP Delhi\NNP juga\RB kesulitan\VB mengatasi\VB wabah\NN demam\NN berdarah.\NN "," yang\SC tinggi\JJ menyebabkan\VB banyak\CD genangan,\NN tempat\NN ideal\JJ bagi\IN nyamuk\NN aedes\NNP",1
59,"banyak\CD genangan,\NN",0,OTHER|OTHER,0,0,kesulitan\VB mengatasi\VB wabah\NN demam\NN berdarah.\NN Curah\NN hujan\NN yang\SC tinggi\JJ menyebabkan\VB , tempat\NN ideal\JJ bagi\IN nyamuk\NN aedes\NNP berkembang\VB biak.\VB Pemkot\NN telah\MD menempatkan\VB,1
60,tempat\NN ideal\JJ,0,OTHER|OTHER,0,0,"wabah\NN demam\NN berdarah.\NN Curah\NN hujan\NN yang\SC tinggi\JJ menyebabkan\VB banyak\CD genangan,\NN ", bagi\IN nyamuk\NN aedes\NNP berkembang\VB biak.\VB Pemkot\NN telah\MD menempatkan\VB ikan\NN di\IN,1
61,nyamuk\NN aedes\NNP,0,OTHER|OTHER,1,0,"Curah\NN hujan\NN yang\SC tinggi\JJ menyebabkan\VB banyak\CD genangan,\NN tempat\NN ideal\JJ bagi\IN ", berkembang\VB biak.\VB Pemkot\NN telah\MD menempatkan\VB ikan\NN di\IN berbagai\CD genangan\NN air\NN,1
62,Pemkot\NN,0,ORGANIZATION,0,0,"menyebabkan\VB banyak\CD genangan,\NN tempat\NN ideal\JJ bagi\IN nyamuk\NN aedes\NNP berkembang\VB biak.\VB ", telah\MD menempatkan\VB ikan\NN di\IN berbagai\CD genangan\NN air\NN untuk\SC memangsa\VB telur\NN,1
63,ikan\NN,0,OTHER,0,0,tempat\NN ideal\JJ bagi\IN nyamuk\NN aedes\NNP berkembang\VB biak.\VB Pemkot\NN telah\MD menempatkan\VB , di\IN berbagai\CD genangan\NN air\NN untuk\SC memangsa\VB telur\NN nyamuk.\NN,1
64,berbagai\CD genangan\NN air\NN,0,OTHER|OTHER|OTHER,0,0,bagi\IN nyamuk\NN aedes\NNP berkembang\VB biak.\VB Pemkot\NN telah\MD menempatkan\VB ikan\NN di\IN , untuk\SC memangsa\VB telur\NN nyamuk.\NN,1
65,telur\NN nyamuk.\NN,0,OTHER|OTHER,0,0,Pemkot\NN telah\MD menempatkan\VB ikan\NN di\IN berbagai\CD genangan\NN air\NN untuk\SC memangsa\VB ,,1
66,Miliarder\NN AS\NNP,0,TITLE|ORGANIZATION,1,0,, jamu\VB orang\NN kaya\NN Cina\NNP Dua\CD miliarder\NN Amerika\NNP Bill\NNP Gates\NNP dan\CC,1
67,orang\NN kaya\NN Cina\NNP,0,ORGANIZATION|ORGANIZATION|LOCATION,1,0,Miliarder\NN AS\NNP jamu\VB , Dua\CD miliarder\NN Amerika\NNP Bill\NNP Gates\NNP dan\CC Warren\NNP Buffett\NNP akan\MD mengadakan\VB,1
68,Dua\CD miliarder\NN Amerika\NNP,0,THINGS|THINGS|THINGS,1,0,Miliarder\NN AS\NNP jamu\VB orang\NN kaya\NN Cina\NNP , Bill\NNP Gates\NNP dan\CC Warren\NNP Buffett\NNP akan\MD mengadakan\VB jamuan\NN makan\NN malam\NN,1
69,Bill\NNP Gates\NNP,0,THINGS|THINGS,1,0,Miliarder\NN AS\NNP jamu\VB orang\NN kaya\NN Cina\NNP Dua\CD miliarder\NN Amerika\NNP , dan\CC Warren\NNP Buffett\NNP akan\MD mengadakan\VB jamuan\NN makan\NN malam\NN di\IN Beijing\NNP,1
70,Warren\NNP Buffett\NNP,0,THINGS|THINGS,1,0,jamu\VB orang\NN kaya\NN Cina\NNP Dua\CD miliarder\NN Amerika\NNP Bill\NNP Gates\NNP dan\CC , akan\MD mengadakan\VB jamuan\NN makan\NN malam\NN di\IN Beijing\NNP bagi\IN sejumlah\CD orang\NN,1
71,jamuan\NN makan\NN malam\NN,0,OTHER|OTHER|OTHER,0,0,Dua\CD miliarder\NN Amerika\NNP Bill\NNP Gates\NNP dan\CC Warren\NNP Buffett\NNP akan\MD mengadakan\VB , di\IN Beijing\NNP bagi\IN sejumlah\CD orang\NN terkaya\JJ di\IN Cina.\NNP Gates\NNP dan\CC,1
72,Beijing\NNP,0,LOCATION,1,0,Gates\NNP dan\CC Warren\NNP Buffett\NNP akan\MD mengadakan\VB jamuan\NN makan\NN malam\NN di\IN , bagi\IN sejumlah\CD orang\NN terkaya\JJ di\IN Cina.\NNP Gates\NNP dan\CC Buffett\NNP mengatakan\VB,1
73,sejumlah\CD orang\NN terkaya\JJ,0,OTHER|OTHER|OTHER,0,0,Warren\NNP Buffett\NNP akan\MD mengadakan\VB jamuan\NN makan\NN malam\NN di\IN Beijing\NNP bagi\IN , di\IN Cina.\NNP Gates\NNP dan\CC Buffett\NNP mengatakan\VB mereka\PRP berada\VB di\IN Cina\NNP,1
74,Cina.\NNP,0,OTHER,1,0,jamuan\NN makan\NN malam\NN di\IN Beijing\NNP bagi\IN sejumlah\CD orang\NN terkaya\JJ di\IN , Gates\NNP dan\CC Buffett\NNP mengatakan\VB mereka\PRP berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB,0
75,Gates\NNP dan\CC Buffett\NNP,0,PERSON|OTHER|PERSON,1,0,makan\NN malam\NN di\IN Beijing\NNP bagi\IN sejumlah\CD orang\NN terkaya\JJ di\IN Cina.\NNP , mengatakan\VB mereka\PRP berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN,0
76,mereka\PRP,1,PERSON,0,0,bagi\IN sejumlah\CD orang\NN terkaya\JJ di\IN Cina.\NNP Gates\NNP dan\CC Buffett\NNP mengatakan\VB , berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN negara\NN itu.\PR,0
77,Cina\NNP,0,LOCATION,1,0,terkaya\JJ di\IN Cina.\NNP Gates\NNP dan\CC Buffett\NNP mengatakan\VB mereka\PRP berada\VB di\IN , untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN negara\NN itu.\PR Banyak\CD orang\NN menduga\VB,0
78,kegiatan\NN amal\NN,0,OTHER|OTHER,0,0,Gates\NNP dan\CC Buffett\NNP mengatakan\VB mereka\PRP berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB , di\IN negara\NN itu.\PR Banyak\CD orang\NN menduga\VB mereka\PRP ingin\RB membujuk\VB para\DT,1
79,negara\NN itu.\PR,0,OTHER|OTHER,0,0,mengatakan\VB mereka\PRP berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN , Banyak\CD orang\NN menduga\VB mereka\PRP ingin\RB membujuk\VB para\DT tamu\NN agar\SC lebih\RB,1
80,Banyak\CD orang\NN,0,PERSON|PERSON,0,0,berada\VB di\IN Cina\NNP untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN negara\NN itu.\PR , menduga\VB mereka\PRP ingin\RB membujuk\VB para\DT tamu\NN agar\SC lebih\RB banyak\CD menyumbang\VB,1
81,mereka\PRP,1,PERSON,0,0,untuk\SC mempelajari\VB kegiatan\NN amal\NN di\IN negara\NN itu.\PR Banyak\CD orang\NN menduga\VB , ingin\RB membujuk\VB para\DT tamu\NN agar\SC lebih\RB banyak\CD menyumbang\VB untuk\IN amal.\NN,0
82,para\DT tamu\NN,0,OTHER|OTHER,0,0,amal\NN di\IN negara\NN itu.\PR Banyak\CD orang\NN menduga\VB mereka\PRP ingin\RB membujuk\VB , agar\SC lebih\RB banyak\CD menyumbang\VB untuk\IN amal.\NN Kedua\CD orang\NN terkaya\JJ dunia\NN,1
83,lebih\RB banyak\CD,0,OTHER|OTHER,0,0,itu.\PR Banyak\CD orang\NN menduga\VB mereka\PRP ingin\RB membujuk\VB para\DT tamu\NN agar\SC , menyumbang\VB untuk\IN amal.\NN Kedua\CD orang\NN terkaya\JJ dunia\NN itu\PR sudah\MD berhasil\VB,1
84,amal.\NN,0,OTHER,0,0,mereka\PRP ingin\RB membujuk\VB para\DT tamu\NN agar\SC lebih\RB banyak\CD menyumbang\VB untuk\IN , Kedua\CD orang\NN terkaya\JJ dunia\NN itu\PR sudah\MD berhasil\VB membujuk\VB banyak\CD orang\NN,1
85,Kedua\CD,0,PERSON,0,0,ingin\RB membujuk\VB para\DT tamu\NN agar\SC lebih\RB banyak\CD menyumbang\VB untuk\IN amal.\NN , orang\NN terkaya\JJ dunia\NN itu\PR sudah\MD berhasil\VB membujuk\VB banyak\CD orang\NN yang\SC,1
